	日期	事件标题	区域	消费品名称	涉及的消费品数量	伤害事件	消费品一级类别	消费品二级类别	链接	伤害类型	严重程度	消费品危害类型	消费品一级危害类型	消费品二级危害类型	消费者年龄	消费者受教育程度	消费者职业	健康状况	消费品问题部件	尺寸	绳索及类似物	不透气	填充物	锐利边缘	部件空隙或开口	尖角	光滑表面	粗糙表面	小零件	昼夜	温度	湿度	海拔	稳定性	腐蚀性	速度	腐蚀物	坎坷	爬坡	下坡	地面摩擦	斜坡	楼梯	灰尘	静电	辐射	警示标识缺失	高温表面	高温液体	高温气体	低温表面	低温液体	低温气体	明火	[高低]电压	过热	漏电	短路	接触不良	铁芯发热	散热不良	稳定性噪音危害	变动性噪音危害	脉冲性噪音危害	爆炸性气体	爆炸性粉尘	爆炸性喷雾	聚合爆炸	蒸发爆炸	液体混合爆炸	爆炸性化合物	固体爆炸性物质	爆炸性气体	旋转部件牵扯	飞行物体撞击	移动部件挤压	机械稳定性	机械强度	弹性组件失控	压力空间失控	热辐射危害	激光辐射	紫外线辐射	X光线辐射	高频电磁辐射	低频电磁辐射	甲醛	乙醛	丙烯醛	其它有毒醛类	蒽类化合物	菲类化合物	芘类化合物	其它有毒芳香稠环类化合物类	N-杂环化合物	S-杂环化合物	O-杂环化合物	其它有毒杂环类化合物	有机氟化物	有机氯化物	有机溴化物	其它有毒有机氯化物	一氧化氮	一氧化碳	氯气	臭氧	氯化氢	硫化氢	其它有毒气体	砷	镉	铬	铜	汞	镍	铅	其它有毒重金属及其化合物	硫酸	盐酸	氢氧化钠	其它有毒酸碱类物	氢氰酸	氰化钾	氰化氢	其它无机氰化物	尘螨	蛔虫卵	绦虫卵	其它寄生虫危害	甲肝病毒	甲型流感病毒	轮状病毒	禽流感病毒	其它原生微生物危害	皮肤癣真菌	着色真菌	孢子丝菌	新生隐球菌	假丝酵母菌	曲霉	毛霉	卡氏肺孢菌	其它真核细胞微生物危害	大肠杆菌	沙门氏菌	副溶血性弧菌	金黄色葡萄球菌	腊样芽孢肝菌	其它原核细胞微生物危害
443	2016/5/27	空	中国	一氧化碳探测器	1	产品一氧化碳探测的灵敏度不足。	日用杂品	空	空	空	0	空	无机毒物危害	有毒气体危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	有	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
444	2016/5/27	空	中国	装饰性葡萄	1	由于产品的形态特征，颜色和尺寸，可能被误认为食物。葡萄易从产品上脱落，儿童可能将其放入口中，吞食或咽下，存在呛噎的危险。	日用杂品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空		无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
445	2016/5/27	空	中国	防溢饮水杯	1	带有可拆卸白色单片调节阀的饮水杯若不常清洗或总是留有水份，可能会滋生霉菌，摄入霉菌后可能出现胃肠道症状和感染，对免疫系统功能造成危害。	食品相关产品	空	空	空	0	空	致病微生物危害	真核细胞微生物危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
446	2016/5/30	空	中国	男童运动凉鞋	1	凉鞋上绳扣可能会使鞋带脱落，造成儿童摔倒的危险。	儿童用品	空	空	空	0	空	机械危害	潜在能量危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
447	2016/5/30	空	中国	MR16系列卤素灯泡	1	灯泡内中心接触片能会软化并断裂或随时脱落而造成电接触不良，引发潜在的触电危险。	家具及建筑装饰装修材料	空	空	电击伤	2	物理危害	电气危害电气危害	触电危害电气爆炸	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
448	2016/6/1	空	中国	遥控卡车	1	卡车的电子调速器可能短路，存在火灾的风险。	儿童用品	空	空	电击伤	2	物理危害	电气危害电气危害	电气爆炸触电危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	是	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
449	2016/6/1	空	中国	电压检测器	1	电压检测器在检测电线电流时，会给出“无电压”的错误提示，存在导致消费者电击受伤，电击致死及烧伤的危险。	其他	空	空	烧伤	2	物理危害	电气危害高/低温物质危害	触电危害高温物质危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	有	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
450	2016/6/1	空	中国	非接触式电压检测器	1	电压检测器在检测带电电线的电流时，无法准确地读取电压数（读取错误的“无电压”读数），可能会导致电击、触电身亡和烧伤的危险。	其他	空	空	烧伤,电击伤	2	物理危害	电气危害高/低温物质危害	触电危害高温物质危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	有	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
451	2016/6/1	空	中国	音箱	1	音箱可能会过热，造成烧伤和火灾的危险。	信息技术产品	空	空	烧伤	2	物理危害	电气危害高/低温物质危害,电气危害	电气爆炸高温物质危害,触电危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	有	无	无	无	无	无	无	否	是	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
452	2016/6/2	空	中国	陶瓷杯	1	杯子的把手可能断裂，存在导致消费者烫伤或割伤的危险。	食品相关产品	空	空	烫伤	2	物理危害	高低温物质危害高/低温物质危害	高温物质危害高温物质危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	有	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
453	2016/6/2	空	中国	陶瓷马克杯	1	杯柄可能会断裂，造成烫伤和割伤的危险。	食品相关产品	空	空	烫伤	2	物理危害	高低温物质危害高/低温物质危害	高低温物质危害高温物质危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	有	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
454	2016/6/3	空	中国	厨房玩具套装	1	深平底锅盖子和西班牙炖饭碟为半球状，可能盖住儿童口鼻，导致窒息；而且咖啡壶的手把和盖子易破碎，形成的小部件若被儿童放入口中，会导致呛噎。	儿童用品	空	空	窒息	3	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
455	2016/6/3	空	中国	木制猎枪	1	从玩具猎枪发射出来的发射物动能过高，可能导致受伤。	儿童用品	空	空	空	0	空	机械危害	动能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
456	2016/6/3	空	中国	塑料玩具	1	小鸡的塑料材料含有DEHP（测得占重超出20%），这种邻苯二甲酸酯可能危害儿童健康，可能导致生殖系统损伤。	儿童用品	空	空	生殖系统损伤	4	空	有机毒物	有毒杂环类化合物	空	空	空	空	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
457	2016/6/3	空	中国	摇铃	1	包装的塑料材料太薄，若儿童拿来把玩，包装膜可能会会吸附在儿童口鼻上，导致窒息；玩具的塑料材料含有DEHP（测得占重为21%），这种邻苯二甲酸酯可能危害儿童健康，导致生殖系统损伤；产品还含有DINP（测得占重1.9%）。	儿童用品	空	空	窒息,生殖系统损伤	4	空	有机毒物	有毒杂环类化合物	空	空	空	空	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
458	2016/6/3	空	中国	摇铃	1	连接花儿摇铃蓝色塑料片的金属杆可能脱落形成小部件，儿童可能将其放入口中，存在呛噎的危险。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
459	2016/6/3	空	中国	婴儿摇铃	1	所有摇铃（水果形状的摇铃除外）及外面的帽子带有的、与拉绳末端相连的黑色塑料片，都易破裂并形成小部件，儿童可能将其放入口中，存在呛噎的危险；而且熊状摇铃的头部和标有“Happy Music”的摇铃的把手可能堵塞呼吸道，存在呛噎的危险；此外，几种摇铃易破裂，儿童会接触到其露出的尖锐点和边缘，有割伤风险。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
460	2016/6/3	空	中国	婴儿摇铃	1	下面的小部件易从摇铃上脱落：小狗摇铃的右耳；水果摇铃的柠檬以及里面的小球，这些可能被儿童放入口中，存在呛噎的危险。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
461	2016/6/3	空	中国	婴儿摇铃	1	摇铃和里面的小球易破裂，形成小部件和危险的尖锐点，存在呛噎和割伤的危险。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
462	2016/6/3	空	中国	皮带	1	钱包皮革中含铬（VI） （测量值为8.2 mg/kg）含量太高，铬（VI）为致敏性物质，可能引发过敏反应。	纺织品及服装鞋帽 	空	空	过敏反应	2	空	无机毒物危害	有毒重金属及其化合物危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	有	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
463	2016/6/3	空	中国	灯串	1	插头尺寸太小,焊接到闪光灯元件和LED灯的电线末端无适当的防拉扯和防揉捻保护功能；可被触及的基础绝缘电线可能与闪光灯开关和控制元件的锐利边缘相接触；内部和外部电线的横截面积太小，电线可能过热引发火灾。	家具及建筑装饰装修材料	空	空	空	0	物理危害	电气危害电气危害,机械危害	触电危害触电危害,形状和表面性能危害	空	空	空	4	空		无	否	无	有	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	是	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
464	2016/6/3	空	中国	电热毯	1	电热毯可在无控制元件的情况下，直接连接到电源，如果这样使用，电热毯会因为缺乏恒温器而过热，导致身体虚弱者中暑。	家用电器及电器附件	空	空	空	0	物理危害	高低温物质危害电气危害	高温物质危害触电危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	是	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
465	2016/6/3	空	中国	立式风扇	1	电绝缘不足，可接触到的部件会变得带电，此外，风扇叶片未被网罩适当保护，手指可能被卡在网罩与旋转的叶片间，导致割伤或骨折。	家用电器及电器附件	空	空	骨折	2	空	机械危害	动能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
466	2016/6/3	空	中国	香水	1	香水含有的致敏性物质芳樟醇，柠檬醛，羟基香茅醛，铃兰醛，香豆素，金合欢醇和己基肉桂醛超过0.001%，这些成份未在成份表中列出，消费者并不知晓这些成份的存在，可能引发过敏反应及致敏。	其他 	空	空	过敏反应	2	空	无机毒物危害	有毒酸碱类危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
467	2016/6/3	空	中国	胶水	1	产品含氯仿（测量值为23.1%），高剂量氯仿可能引起皮肤刺激，若被吸入或吞食会损害身体健康，有化学风险。	文教体育用品	空	空	空	0	空	无机毒物危害	有毒酸碱类危害	空	空	空	空	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
468	2016/6/7	空	中国	食品保温器	1	保温器可能过热并引发火灾，对消费者存在风险。	家用电器及电器附件	空	空	空	0	物理危害	电气危害电气危害	电气爆炸触电危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	是	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
469	2016/6/7	空	中国	汽车应急启动电源	1	产品的电池和连接线可能会过热，引起火灾或造成烧伤的危险。	其他	空	空	烧伤	2	物理危害	电气危害高/低温物质危害,电气危害	电气爆炸高温物质危害,触电危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	电池	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	有	无	无	无	无	无	无	否	是	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
470	2016/6/8	空	中国	非接触式电压检测器	1	电压检测器在检测带电电线的电流时，无法准确地读取电压数（读取错误的“无电压”读数），可能会导致电击、触电身亡和烧伤的危险。	其他	空	空	烧伤,电击伤	2	物理危害	电气危害高/低温物质危害	触电危害高温物质危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	有	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
471	2016/6/10	空	中国	带糖果的塑料玩具	1	玩具动物的塑料材料含有DEHP（测得占重8.95%），这种邻苯二甲酸酯可能危害儿童健康，导致生殖系统损伤。	儿童用品	空	空	生殖系统损伤	4	空	有机毒物	有毒杂环类化合物	空	空	空	空	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
472	2016/6/10	空	中国	飞行器玩具	1	该数据线可能会过热，存在起火和灼伤用户的危险。	儿童用品	空	空	烧伤	2	物理危害	电气危害电气危害	电气爆炸触电危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	是	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
473	2016/6/10	空	中国	肥皂泡玩具	1	肥皂液被绿脓杆菌污染（测量值为4.4 x 10⁶ cfu/ml），可能产生皮疹，与眼睛直接接触时可能感染，并损伤皮肤。	儿童用品	空	空	空	0	空	致病微生物危害	原核细胞微生物危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
474	2016/6/10	空	中国	弓箭套装玩具	1	吸盘易从箭上脱落，若被儿童入入口中，存在堵塞呼吸道的危险。	儿童用品	空	空	空	0	空	机械危害	形状和表面性能危害	空	空	空	4	空	空	无	否	无	无	无	无	否	否	空	空	空	空	空	是	否	空	无	无	无	无	空	否	否	否	否	否	否	无	无	无	无	无	无	无	否	否	否	否	否	否	否	无	无	无	否	无	无	无	无	无	无	无	否	否	否	否	是	否	否	否	否	无	无	无	否	否	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
